NombreChequeador,FechaDespacho,HoraDespacho,Carrier,NumeroGuia,CantidadDespachada,PaisDestino,ClienteID
Javier Viquez T,2014-06-28,10:00:00,DHL,PAN-QK6JI7VAE13JQP,1,Panama,105
Melissa Hernandez C,2014-06-28,8:00:00,GoPato,GTM-JAR42VJE888V6B,2,Guatemala,380
Melissa Hernandez C,2014-06-28,8:00:00,FedEx,PAN-MK9YDFO5WTF3BE,1,Panama,160
Victor Arias B,2014-06-28,9:00:00,UPS,CRC-YFC5R8OCSJOFQ5,1,Costa Rica,440
Victor Arias B,2014-06-28,8:00:00,FedEx,GTM-GTA751ZLCVPHX2,3,Guatemala,233
Pedro Rodriguez O,2014-06-28,9:00:00,UPS,GTM-YN9SXCM0JV8FUZ,3,Guatemala,35
Victor Arias B,2014-06-29,12:00:00,FedEx,GTM-WSVH86UA933LNP,1,Guatemala,90
Melissa Hernandez C,2014-06-29,12:00:00,DHL,CRC-DH8P0MARXLNFZG,2,Costa Rica,437
Melissa Hernandez C,2014-06-29,8:00:00,DHL,CRC-MMAVM4FOXOFGUI,2,Costa Rica,437
Melissa Hernandez C,2014-06-29,7:00:00,FedEx,PAN-K9GRKNZH9BBW1M,1,Panama,211
Juan Gomez H,2014-06-29,11:00:00,DHL,NIC-OIU6R4QB8MOLY4,3,Nicaragua,139
Victor Arias B,2014-06-30,11:00:00,FedEx,GTM-MO6LZ7RRR0CZ4B,3,Guatemala,340
Victor Arias B,2014-06-30,10:00:00,UPS,GTM-DEGI7E95EFKFQ1,1,Guatemala,118
Javier Viquez T,2014-06-30,10:00:00,UPS,PAN-RK6M4IZMVAJA59,1,Panama,130
Javier Viquez T,2014-06-30,12:00:00,GoPato,CRC-7J0JLGF5NLZJUB,2,Costa Rica,288
Juan Gomez H,2014-06-30,7:00:00,Correos de Costa Rica,NIC-VOQUL4K3AKFI6D,1,Nicaragua,146
Javier Viquez T,2014-06-30,11:00:00,DHL,GTM-DZ4D41ULSVVPCP,1,Guatemala,49
Melissa Hernandez C,2014-06-30,12:00:00,UPS,NIC-A3OVUDA5WGYJFT,1,Nicaragua,418
Pedro Rodriguez O,2014-07-01,9:00:00,GoPato,PAN-06GQL3X7NVXZKF,2,Panama,382
Victor Arias B,2014-07-01,11:00:00,FedEx,GTM-4Y5AXWPA1D74WP,2,Guatemala,259
Juan Gomez H,2014-07-01,10:00:00,DHL,GTM-35KH63O00JZL4B,2,Guatemala,32
Melissa Hernandez C,2014-07-01,10:00:00,FedEx,GTM-OF4NYFS22PMJ0K,1,Guatemala,300
Victor Arias B,2014-07-02,10:00:00,DHL,PAN-TXNS9IHW52OMAX,1,Panama,89
Pedro Rodriguez O,2014-07-02,11:00:00,DHL,GTM-5DH75SMPHFK2BT,3,Guatemala,319
Victor Arias B,2014-07-02,9:00:00,Correos de Costa Rica,GTM-602M2RJ5NS49GB,3,Guatemala,175
Melissa Hernandez C,2014-07-02,12:00:00,UPS,PAN-1K1WHVHJQECLW0,1,Panama,211
Pedro Rodriguez O,2014-07-03,11:00:00,GoPato,PAN-XZS21MHLDY0QWW,3,Panama,392
Melissa Hernandez C,2014-07-03,10:00:00,GoPato,CRC-HGO0I9VAQI4SL8,1,Costa Rica,306
Javier Viquez T,2014-07-03,8:00:00,DHL,GTM-8F67AUK5KE35AQ,3,Guatemala,63
Juan Gomez H,2014-07-04,9:00:00,UPS,CRC-E1MO0CNJA1T5LC,2,Costa Rica,286
Javier Viquez T,2014-07-04,9:00:00,GoPato,PAN-B2IOPX0J0XIU5I,1,Panama,409
Juan Gomez H,2014-07-04,13:00:00,DHL,GTM-SHC9TVFRB3HLY3,3,Guatemala,431
Victor Arias B,2014-07-04,10:00:00,GoPato,CRC-F41N70DFZD2IN9,1,Costa Rica,377
Victor Arias B,2014-07-04,11:00:00,GoPato,PAN-5XEGFC4UW3XRZJ,3,Panama,69
Pedro Rodriguez O,2014-07-05,7:00:00,FedEx,CRC-23YLRT94VF10PW,2,Costa Rica,257
Pedro Rodriguez O,2014-07-05,7:00:00,UPS,PAN-IO756I5T3V86IA,2,Panama,362
Javier Viquez T,2014-07-05,8:00:00,FedEx,GTM-CP1KGFSD1X7EW8,2,Guatemala,269
Melissa Hernandez C,2014-07-05,8:00:00,GoPato,GTM-Z54X090TZ408N4,1,Guatemala,311
Victor Arias B,2014-07-06,7:00:00,GoPato,NIC-O62CRJF64MFYZA,1,Nicaragua,8
Pedro Rodriguez O,2014-07-06,8:00:00,UPS,PAN-S3AF945P4FSEXQ,2,Panama,446
Pedro Rodriguez O,2014-07-06,12:00:00,Correos de Costa Rica,CRC-QKBXWCCWXQ2GEX,3,Costa Rica,320
Juan Gomez H,2014-07-06,13:00:00,FedEx,CRC-Q9ZDQRVB0BHAW5,2,Costa Rica,441
Pedro Rodriguez O,2014-07-07,11:00:00,DHL,CRC-ZGHICZO9ZA4HYX,2,Costa Rica,187
Juan Gomez H,2014-07-07,9:00:00,Correos de Costa Rica,CRC-LXFXI77796XMSB,1,Costa Rica,108
Juan Gomez H,2014-07-07,13:00:00,DHL,GTM-4QFBLZVFBKCF3Q,1,Guatemala,219
Javier Viquez T,2014-07-07,12:00:00,DHL,GTM-9VE9W3H2UEQVKH,1,Guatemala,249
Javier Viquez T,2014-07-07,12:00:00,GoPato,NIC-FXNONFZ45E32Z6,1,Nicaragua,343
Juan Gomez H,2014-07-07,10:00:00,DHL,GTM-WAJEXF6HE640EY,2,Guatemala,370
Javier Viquez T,2014-07-07,11:00:00,UPS,CRC-7RERMH0F8WI6R5,3,Costa Rica,132
Javier Viquez T,2014-07-08,13:00:00,DHL,GTM-85519ALNI3T9VQ,2,Guatemala,330
Melissa Hernandez C,2014-07-08,9:00:00,Correos de Costa Rica,NIC-WR3LRZAWQTCN1R,3,Nicaragua,236
Melissa Hernandez C,2014-07-08,11:00:00,GoPato,CRC-71ZMMC6YA0E2FC,1,Costa Rica,322
Pedro Rodriguez O,2014-07-08,7:00:00,GoPato,CRC-7NL143SBTDX854,1,Costa Rica,350
Juan Gomez H,2014-07-08,13:00:00,FedEx,GTM-OXJHEMTNV8XQLE,1,Guatemala,311
Pedro Rodriguez O,2014-07-08,12:00:00,DHL,PAN-OWHKW0SK3GEBDE,2,Panama,186
Victor Arias B,2014-07-09,9:00:00,DHL,GTM-XTE3ZQFFRG8E11,2,Guatemala,431
Pedro Rodriguez O,2014-07-09,13:00:00,FedEx,GTM-DDKVN77TRVDPHN,1,Guatemala,360
Juan Gomez H,2014-07-09,11:00:00,UPS,PAN-27Y936GQ1C4HXU,1,Panama,397
Juan Gomez H,2014-07-09,13:00:00,UPS,NIC-1BMOECH163YY8I,1,Nicaragua,146
Melissa Hernandez C,2014-07-09,9:00:00,DHL,NIC-YQHCKS4NQUJLFC,1,Nicaragua,278
Javier Viquez T,2014-07-09,10:00:00,Correos de Costa Rica,NIC-5YR5Q4IXL3K7DW,2,Nicaragua,331
Victor Arias B,2014-07-09,8:00:00,GoPato,PAN-QXZJDHXK8O1BE5,3,Panama,152
Javier Viquez T,2014-07-10,8:00:00,DHL,CRC-3SQCJWGLGOMNK8,3,Costa Rica,184
Melissa Hernandez C,2014-07-10,7:00:00,Correos de Costa Rica,CRC-GDKOVT9LZFD9U2,1,Costa Rica,161
Pedro Rodriguez O,2014-07-10,9:00:00,UPS,CRC-THHVHD77Y1JVFI,2,Costa Rica,303
Victor Arias B,2014-07-10,13:00:00,GoPato,PAN-3J6JBXRP0DORM2,2,Panama,3
Javier Viquez T,2014-07-11,12:00:00,GoPato,GTM-VQX9EQF6LCFBA5,2,Guatemala,443
Melissa Hernandez C,2014-07-11,8:00:00,DHL,GTM-TA0VKDYKJYOU7X,3,Guatemala,93
Juan Gomez H,2014-07-11,12:00:00,UPS,NIC-JS84AV7EQ3STQX,2,Nicaragua,284
Melissa Hernandez C,2014-07-12,13:00:00,GoPato,PAN-3ZGVDN3YOZ5VER,3,Panama,85
Juan Gomez H,2014-07-12,8:00:00,GoPato,CRC-OJCCVMASSKC3YA,3,Costa Rica,97
Javier Viquez T,2014-07-12,12:00:00,DHL,GTM-Z9LVJJQXVS9GD7,3,Guatemala,396
Pedro Rodriguez O,2014-07-13,9:00:00,Correos de Costa Rica,GTM-04T3IBJ7WJI6WF,2,Guatemala,107
Melissa Hernandez C,2014-07-13,11:00:00,FedEx,CRC-06S1663GPTBF8M,2,Costa Rica,337
Juan Gomez H,2014-07-13,13:00:00,GoPato,CRC-8JW1P3RLGY285B,3,Costa Rica,288
Javier Viquez T,2014-07-13,9:00:00,UPS,NIC-3HGV59SZ21YZ0P,3,Nicaragua,384
Melissa Hernandez C,2014-07-14,9:00:00,DHL,NIC-WRFGE9EAYNH6KE,2,Nicaragua,66
Victor Arias B,2014-07-14,12:00:00,GoPato,GTM-P7XD4KLFEEJFED,3,Guatemala,386
Javier Viquez T,2014-07-14,9:00:00,GoPato,GTM-5QK7BHQQNAKNUL,3,Guatemala,117
Melissa Hernandez C,2014-07-15,13:00:00,UPS,CRC-9XSK8ZNWOUTWLV,2,Costa Rica,355
Javier Viquez T,2014-07-15,11:00:00,GoPato,NIC-1ST5164S1N764Q,2,Nicaragua,209
Javier Viquez T,2014-07-15,12:00:00,UPS,PAN-VQT19RUBVHMGM9,1,Panama,243
Juan Gomez H,2014-07-15,7:00:00,UPS,CRC-ZGZBLW085SILT2,3,Costa Rica,28
Victor Arias B,2014-07-15,9:00:00,FedEx,GTM-BQTIHQUBYGVG66,3,Guatemala,59
Melissa Hernandez C,2014-07-16,11:00:00,DHL,GTM-LZJ5B4HYB5VVDD,3,Guatemala,353
Victor Arias B,2014-07-16,12:00:00,DHL,PAN-7FJE5CAX4A2VPJ,2,Panama,127
Juan Gomez H,2014-07-16,10:00:00,FedEx,PAN-NHPFX97LR2ZG5K,1,Panama,304
Juan Gomez H,2014-07-16,12:00:00,FedEx,NIC-9IOD93L3FI14GC,3,Nicaragua,374
Melissa Hernandez C,2014-07-16,8:00:00,UPS,PAN-O5F8MSQXOC61B8,3,Panama,180
Victor Arias B,2014-07-17,12:00:00,Correos de Costa Rica,PAN-5MFTXQQS80OHT2,2,Panama,52
Juan Gomez H,2014-07-17,10:00:00,Correos de Costa Rica,GTM-UT0ZZU9P7WUJS3,3,Guatemala,51
Juan Gomez H,2014-07-17,12:00:00,DHL,NIC-R8648L7DXXGSBE,1,Nicaragua,150
Juan Gomez H,2014-07-17,11:00:00,UPS,GTM-HFU1WJ7UWINTLP,3,Guatemala,240
Juan Gomez H,2014-07-18,7:00:00,Correos de Costa Rica,GTM-6R2U42LJUBWMME,2,Guatemala,117
Juan Gomez H,2014-07-18,7:00:00,GoPato,PAN-KSB1FCNTKVX0Y4,1,Panama,367
Victor Arias B,2014-07-18,13:00:00,Correos de Costa Rica,NIC-PAXJDL920R17MI,2,Nicaragua,287
Melissa Hernandez C,2014-07-18,7:00:00,UPS,PAN-UP2D0IKQ1FZB21,3,Panama,42
Juan Gomez H,2014-07-18,12:00:00,DHL,GTM-YMK5KWXZGN4J7U,3,Guatemala,201
Melissa Hernandez C,2014-07-19,9:00:00,Correos de Costa Rica,PAN-KCAZSRG56TD8UM,2,Panama,397
Javier Viquez T,2014-07-19,8:00:00,FedEx,GTM-OBAHRPVJMB45PS,1,Guatemala,162
Pedro Rodriguez O,2014-07-19,11:00:00,UPS,PAN-1H9SU9YWHQTH4K,3,Panama,401
Pedro Rodriguez O,2014-07-19,11:00:00,Correos de Costa Rica,-FSBQJK83JZNL9A,1,Pais,1
Victor Arias B,2014-07-19,10:00:00,Correos de Costa Rica,CRC-7HMAW82YPC4YBN,2,Costa Rica,441
Melissa Hernandez C,2014-07-19,11:00:00,FedEx,PAN-W8YZ4345ZRRKSP,3,Panama,308
Melissa Hernandez C,2014-07-20,8:00:00,GoPato,CRC-FX5M7RW3NXJ496,2,Costa Rica,373
Juan Gomez H,2014-07-20,13:00:00,UPS,GTM-VLNU828V735UTR,1,Guatemala,122
Pedro Rodriguez O,2014-07-20,7:00:00,FedEx,CRC-RFRDQPPJ1MNNOM,3,Costa Rica,178
Victor Arias B,2014-07-20,13:00:00,Correos de Costa Rica,CRC-17ZRM32HV12YXI,2,Costa Rica,37
Pedro Rodriguez O,2014-07-20,11:00:00,Correos de Costa Rica,GTM-M3V07016PV8ORI,2,Guatemala,428
Javier Viquez T,2014-07-21,8:00:00,DHL,CRC-JZPM3UA9N0TZB6,2,Costa Rica,365
Pedro Rodriguez O,2014-07-21,12:00:00,UPS,GTM-KXJBKOBNNIEBVK,2,Guatemala,129
Melissa Hernandez C,2014-07-21,13:00:00,GoPato,CRC-FSZV0FPLG9AADG,2,Costa Rica,337
Juan Gomez H,2014-07-21,7:00:00,Correos de Costa Rica,PAN-7GWH210J3F8Y7R,1,Panama,103
Javier Viquez T,2014-07-22,10:00:00,FedEx,CRC-MHG1VFRT5OQLAR,3,Costa Rica,286
Victor Arias B,2014-07-22,8:00:00,FedEx,PAN-NLA54YB3D5ZEIQ,1,Panama,153
Victor Arias B,2014-07-22,11:00:00,GoPato,NIC-CK192X5W5U39D4,3,Nicaragua,82
Melissa Hernandez C,2014-07-22,11:00:00,Correos de Costa Rica,NIC-A5D9Z3C9W9K9SV,2,Nicaragua,18
Javier Viquez T,2014-07-23,8:00:00,UPS,GTM-OTCJHLXSLD7LNG,2,Guatemala,445
Pedro Rodriguez O,2014-07-23,10:00:00,DHL,CRC-C8XDCY4LGVJPLI,2,Costa Rica,387
Javier Viquez T,2014-07-23,12:00:00,FedEx,CRC-RFU269165LCVL5,1,Costa Rica,262
Pedro Rodriguez O,2014-07-23,11:00:00,FedEx,PAN-D28SOQHUA1AAZJ,3,Panama,3
Juan Gomez H,2014-07-24,11:00:00,UPS,NIC-OO6UR00U1ST8P5,1,Nicaragua,393
Victor Arias B,2014-07-24,10:00:00,Correos de Costa Rica,PAN-XBV04YJEBD6W58,2,Panama,321
Melissa Hernandez C,2014-07-24,10:00:00,GoPato,CRC-D09TOPZIE2LGOI,3,Costa Rica,111
Javier Viquez T,2014-07-24,11:00:00,Correos de Costa Rica,GTM-SANZWTCUTIJNW5,1,Guatemala,383
Juan Gomez H,2014-07-24,7:00:00,FedEx,CRC-71ZMPD21I3XIET,3,Costa Rica,354
Juan Gomez H,2014-07-25,8:00:00,FedEx,GTM-0P8XHMAS9RZU0N,3,Guatemala,99
Victor Arias B,2014-07-25,13:00:00,Correos de Costa Rica,CRC-JJWPFDWVJN6HZ1,3,Costa Rica,255
Javier Viquez T,2014-07-25,12:00:00,Correos de Costa Rica,CRC-M6GDUMMS0OLSAZ,3,Costa Rica,123
Victor Arias B,2014-07-25,9:00:00,Correos de Costa Rica,GTM-9L9CZJYS6ZW3XM,1,Guatemala,4
Juan Gomez H,2014-07-26,9:00:00,DHL,NIC-J7VQSXQWL9DQBE,2,Nicaragua,292
Victor Arias B,2014-07-26,13:00:00,DHL,PAN-GWE2T6WS0DTMM2,2,Panama,371
Melissa Hernandez C,2014-07-26,12:00:00,GoPato,CRC-SHMM0VEMC578P0,2,Costa Rica,355
Javier Viquez T,2014-07-26,9:00:00,GoPato,NIC-JFKZQF01MK01FR,1,Nicaragua,293
Javier Viquez T,2014-07-26,12:00:00,Correos de Costa Rica,GTM-DQ8PPURHPRTZ91,3,Guatemala,135
Victor Arias B,2014-07-27,13:00:00,Correos de Costa Rica,GTM-V4IG1CR0ONC1WR,3,Guatemala,433
Victor Arias B,2014-07-27,12:00:00,FedEx,CRC-K0JQZ23Y6O4CFP,3,Costa Rica,251
Javier Viquez T,2014-07-27,11:00:00,FedEx,GTM-ASF5LC00NROE2Y,2,Guatemala,300
Pedro Rodriguez O,2014-07-28,11:00:00,FedEx,GTM-19NUGF43XJA3MQ,1,Guatemala,319
Melissa Hernandez C,2014-07-28,8:00:00,GoPato,GTM-Z5ZH0AAI1G8HJE,1,Guatemala,375
Juan Gomez H,2014-07-28,8:00:00,DHL,CRC-R1IBK9JBL9UC50,3,Costa Rica,441
Melissa Hernandez C,2014-07-28,7:00:00,DHL,GTM-AILR1YDF2EDC22,3,Guatemala,95
Melissa Hernandez C,2014-07-29,12:00:00,Correos de Costa Rica,GTM-L3U4XO3OKJTEFZ,1,Guatemala,122
Pedro Rodriguez O,2014-07-29,10:00:00,Correos de Costa Rica,CRC-ND22G940BOXY1P,3,Costa Rica,350
Javier Viquez T,2014-07-29,12:00:00,Correos de Costa Rica,CRC-DJQHZNOOHEHM9F,2,Costa Rica,187
Melissa Hernandez C,2014-07-29,8:00:00,GoPato,PAN-KGHPYU9ERF9HKI,3,Panama,126
Juan Gomez H,2014-07-30,9:00:00,FedEx,CRC-PEYGZ0P5A3ZI7V,1,Costa Rica,184
Juan Gomez H,2014-07-30,9:00:00,DHL,GTM-EVYGT121SAT8Q2,3,Guatemala,171
Victor Arias B,2014-07-30,12:00:00,GoPato,NIC-HBH8BGW4MDO7F1,3,Nicaragua,104
Juan Gomez H,2014-07-30,11:00:00,Correos de Costa Rica,GTM-ZOS0ED7L32MX8K,2,Guatemala,50
Pedro Rodriguez O,2014-07-31,13:00:00,GoPato,CRC-A6FHE130BL33UY,2,Costa Rica,178
Javier Viquez T,2014-07-31,10:00:00,GoPato,CRC-7JQYPWUXSKXE9H,1,Costa Rica,198
Juan Gomez H,2014-07-31,10:00:00,UPS,PAN-BW4T14GN3G9SUP,2,Panama,412
Melissa Hernandez C,2014-07-31,8:00:00,GoPato,CRC-9RXN9DG45CQFNZ,1,Costa Rica,355
Javier Viquez T,2014-07-31,13:00:00,Correos de Costa Rica,GTM-W34F3M2VKKVAN5,1,Guatemala,311
Victor Arias B,2014-08-01,7:00:00,GoPato,GTM-B3PSU06EW0SKLF,3,Guatemala,35
Victor Arias B,2014-08-01,9:00:00,FedEx,GTM-M319XEE9V0DM1E,1,Guatemala,300
Victor Arias B,2014-08-01,9:00:00,FedEx,CRC-YZX7LTMIKQJDWS,2,Costa Rica,303
Javier Viquez T,2014-08-01,8:00:00,GoPato,GTM-6M91B5T16F0WHU,3,Guatemala,117
Pedro Rodriguez O,2014-08-02,9:00:00,GoPato,CRC-FSAA4UPTYM1LMJ,2,Costa Rica,346
Melissa Hernandez C,2014-08-02,8:00:00,GoPato,PAN-RRTD2T5RVUWDGG,3,Panama,324
Melissa Hernandez C,2014-08-02,7:00:00,UPS,GTM-T1TRPKBB9GXVO7,2,Guatemala,395
Melissa Hernandez C,2014-08-03,7:00:00,DHL,NIC-3O8KCU3ADOHIKV,3,Nicaragua,8
Melissa Hernandez C,2014-08-03,10:00:00,DHL,CRC-C4I0YEHSD8VXPD,1,Costa Rica,64
Pedro Rodriguez O,2014-08-03,13:00:00,GoPato,PAN-F4AE6LP1XDV4DG,2,Panama,71
Pedro Rodriguez O,2014-08-03,12:00:00,DHL,CRC-MBK4JFWE0YN3X6,3,Costa Rica,274
Melissa Hernandez C,2014-08-04,8:00:00,Correos de Costa Rica,CRC-9DJH73KUB9MW2E,1,Costa Rica,203
Melissa Hernandez C,2014-08-04,8:00:00,Correos de Costa Rica,PAN-LS1M4YZS0LVSY3,1,Panama,226
Juan Gomez H,2014-08-04,12:00:00,GoPato,CRC-RTIUBQS1BWE9XL,3,Costa Rica,178
Victor Arias B,2014-08-04,12:00:00,FedEx,NIC-LVPSDDKZDF6VY7,1,Nicaragua,146
Melissa Hernandez C,2014-08-04,12:00:00,GoPato,NIC-J2MBRA944LWHGE,2,Nicaragua,177
Pedro Rodriguez O,2014-08-04,11:00:00,UPS,GTM-F51U7VVQXENYU1,1,Guatemala,17
Javier Viquez T,2014-08-04,11:00:00,DHL,NIC-2HKY479HOJD09G,1,Nicaragua,82
Victor Arias B,2014-08-05,7:00:00,DHL,CRC-C7XQBHRZKDD1BJ,3,Costa Rica,280
Victor Arias B,2014-08-05,9:00:00,FedEx,PAN-MITZ7T7D69DG9O,3,Panama,328
Juan Gomez H,2014-08-05,11:00:00,DHL,CRC-UYDSEBLCPTB729,1,Costa Rica,309
Javier Viquez T,2014-08-05,8:00:00,Correos de Costa Rica,GTM-UL19FCW1OHDAB6,3,Guatemala,90
Melissa Hernandez C,2014-08-06,9:00:00,UPS,GTM-J2I6MBIW6P1D8J,1,Guatemala,360
Juan Gomez H,2014-08-06,10:00:00,Correos de Costa Rica,CRC-YBEB8ZO2EVJOK3,2,Costa Rica,322
Pedro Rodriguez O,2014-08-06,7:00:00,UPS,PAN-OD1V29IYTUV5CT,3,Panama,224
Javier Viquez T,2014-08-06,13:00:00,UPS,PAN-WQD9O48Y13QEJK,2,Panama,34
Javier Viquez T,2014-08-07,10:00:00,FedEx,PAN-4ZDSRO8QRMCBW5,1,Panama,186
Javier Viquez T,2014-08-07,13:00:00,GoPato,CRC-D97SRSVZ9E7Y8K,2,Costa Rica,270
Juan Gomez H,2014-08-07,9:00:00,UPS,GTM-2N2H0T9P6SS0C2,1,Guatemala,300
Javier Viquez T,2014-08-07,8:00:00,DHL,CRC-DHQ0XMT8I3I06H,3,Costa Rica,441
Victor Arias B,2014-08-07,10:00:00,Correos de Costa Rica,PAN-2KP30UJNPR6T8E,1,Panama,328
Victor Arias B,2014-08-07,8:00:00,DHL,GTM-TMFQPQEXE16W67,1,Guatemala,310
Juan Gomez H,2014-08-07,7:00:00,DHL,GTM-EK2ZFO80WVWYVX,2,Guatemala,225
Victor Arias B,2014-08-08,12:00:00,FedEx,GTM-2IHYY2AF45YPE3,3,Guatemala,400
Javier Viquez T,2014-08-08,13:00:00,FedEx,NIC-JOBG4UNUYV5GDG,1,Nicaragua,366
Melissa Hernandez C,2014-08-08,7:00:00,GoPato,GTM-A20BTIBV7J971A,3,Guatemala,58
Melissa Hernandez C,2014-08-08,8:00:00,UPS,GTM-UIEIV054XNR47H,1,Guatemala,10
Victor Arias B,2014-08-08,10:00:00,DHL,PAN-AHGW06ZQFMC2UT,2,Panama,185
Javier Viquez T,2014-08-09,10:00:00,Correos de Costa Rica,PAN-PYL8JDGHTEK017,1,Panama,3
Pedro Rodriguez O,2014-08-09,10:00:00,GoPato,GTM-K3YBG2TX95F4NO,1,Guatemala,269
Melissa Hernandez C,2014-08-09,8:00:00,UPS,GTM-GTB4DOU3TJI3C9,2,Guatemala,72
Melissa Hernandez C,2014-08-09,11:00:00,DHL,PAN-CM06YCWRDIJ6FT,2,Panama,336
Victor Arias B,2014-08-09,12:00:00,Correos de Costa Rica,PAN-OEH8AFPRRNEXNP,3,Panama,267
Pedro Rodriguez O,2014-08-10,7:00:00,FedEx,PAN-U3TBFCVKJDHURD,3,Panama,176
Juan Gomez H,2014-08-10,9:00:00,FedEx,CRC-DOXV3353KX8NP5,2,Costa Rica,437
Javier Viquez T,2014-08-10,11:00:00,Correos de Costa Rica,GTM-1NWQ1Z5PLRKBR8,3,Guatemala,431
Pedro Rodriguez O,2014-08-10,11:00:00,DHL,GTM-3B8LAN4HS0W1DV,1,Guatemala,16
Javier Viquez T,2014-08-11,13:00:00,GoPato,PAN-GTQAQHBU4L0FCY,1,Panama,412
Javier Viquez T,2014-08-11,13:00:00,GoPato,GTM-I55FQIUZOAQCM8,3,Guatemala,445
Pedro Rodriguez O,2014-08-11,8:00:00,UPS,GTM-3TAV3MGH5T7WNQ,2,Guatemala,80
Victor Arias B,2014-08-11,10:00:00,UPS,CRC-XY9RA2DRDY2VCT,2,Costa Rica,41
Melissa Hernandez C,2014-08-12,11:00:00,GoPato,GTM-SW7AOH92IFQ4KN,3,Guatemala,162
Victor Arias B,2014-08-12,11:00:00,FedEx,GTM-91FQFW3152LB1E,3,Guatemala,75
Melissa Hernandez C,2014-08-12,13:00:00,FedEx,PAN-5L26V0ZO87N5NX,2,Panama,5
Javier Viquez T,2014-08-12,7:00:00,DHL,PAN-MACZ39DUCAIEVZ,1,Panama,256
Victor Arias B,2014-08-13,9:00:00,FedEx,GTM-12GIVIJ66MGE1Q,1,Guatemala,359
Pedro Rodriguez O,2014-08-13,7:00:00,DHL,NIC-K770572R1GXXBZ,2,Nicaragua,384
Juan Gomez H,2014-08-13,10:00:00,DHL,CRC-OBPYVUJJ84MXVW,3,Costa Rica,198
Melissa Hernandez C,2014-08-13,7:00:00,DHL,GTM-ENGA2Y32DHX0JG,2,Guatemala,159
Victor Arias B,2014-08-13,9:00:00,FedEx,PAN-U95HKZ378T5UY2,3,Panama,227
Pedro Rodriguez O,2014-08-14,13:00:00,UPS,NIC-GDU5TGGCPC015K,1,Nicaragua,190
Javier Viquez T,2014-08-14,8:00:00,UPS,GTM-I149OSZUFBX9VZ,2,Guatemala,61
Victor Arias B,2014-08-14,11:00:00,DHL,NIC-HJ5NDMQNOJ533O,1,Nicaragua,416
Melissa Hernandez C,2014-08-14,9:00:00,GoPato,GTM-TL40PUGJNOTYY5,1,Guatemala,348
Javier Viquez T,2014-08-14,11:00:00,DHL,GTM-22DM3PNVHC613R,2,Guatemala,158
Javier Viquez T,2014-08-14,7:00:00,FedEx,GTM-FMWZO2UU1CVMYQ,2,Guatemala,290
Juan Gomez H,2014-08-15,10:00:00,UPS,GTM-LKROQS3HOPT7DZ,1,Guatemala,311
Melissa Hernandez C,2014-08-15,9:00:00,UPS,CRC-VB0DIKCLNC69MO,2,Costa Rica,309
Javier Viquez T,2014-08-15,7:00:00,FedEx,NIC-YTSZYNOMEMMO2V,2,Nicaragua,202
Victor Arias B,2014-08-15,7:00:00,Correos de Costa Rica,PAN-3PGCQ2MKM9B5OO,1,Panama,283
Juan Gomez H,2014-08-15,12:00:00,FedEx,GTM-G3XN5087QEQ4EL,3,Guatemala,436
Javier Viquez T,2014-08-16,11:00:00,GoPato,GTM-56KG593G75SEJI,1,Guatemala,47
Javier Viquez T,2014-08-16,9:00:00,GoPato,GTM-G3452S6OG4UKV3,1,Guatemala,40
Juan Gomez H,2014-08-16,7:00:00,UPS,PAN-V7SVBJNNWBKOQ0,3,Panama,143
Melissa Hernandez C,2014-08-16,7:00:00,Correos de Costa Rica,GTM-8NG94NM906203B,3,Guatemala,408
Pedro Rodriguez O,2014-08-17,13:00:00,Correos de Costa Rica,PAN-0CB5HHC63PU6Q7,2,Panama,210
Victor Arias B,2014-08-17,7:00:00,GoPato,PAN-E39FAB0HZ6JF43,3,Panama,229
Melissa Hernandez C,2014-08-17,12:00:00,DHL,GTM-06MGPBMFHV1XAP,3,Guatemala,76
Melissa Hernandez C,2014-08-18,10:00:00,UPS,GTM-LFRTGQ6X8LH331,3,Guatemala,344
Javier Viquez T,2014-08-18,9:00:00,FedEx,CRC-3PCFLVP0VDL8V7,3,Costa Rica,276
Victor Arias B,2014-08-18,9:00:00,Correos de Costa Rica,NIC-AUD6UYOLB5UY8M,3,Nicaragua,293
Melissa Hernandez C,2014-08-18,8:00:00,GoPato,GTM-LU8B8L9DCS5EGR,1,Guatemala,117
Melissa Hernandez C,2014-08-19,11:00:00,UPS,GTM-EO295JLZ8SGPRF,1,Guatemala,140
Melissa Hernandez C,2014-08-19,11:00:00,Correos de Costa Rica,CRC-E4X13YP4X7CHEN,2,Costa Rica,199
Javier Viquez T,2014-08-19,9:00:00,DHL,GTM-SMU8IY512JA1Q9,1,Guatemala,219
Pedro Rodriguez O,2014-08-19,9:00:00,Correos de Costa Rica,NIC-3JNV08MAO39HNG,3,Nicaragua,284
Melissa Hernandez C,2014-08-19,11:00:00,UPS,CRC-Q1Y4OEOZ3TTUOP,1,Costa Rica,170
Victor Arias B,2014-08-19,12:00:00,Correos de Costa Rica,PAN-KDNWTQVXPF97V2,1,Panama,24
Victor Arias B,2014-08-20,10:00:00,Correos de Costa Rica,CRC-N0LN2AYU3WHA59,1,Costa Rica,338
Juan Gomez H,2014-08-20,13:00:00,GoPato,PAN-NT1KJOL3CKTAYU,3,Panama,113
